NOME,ENDERECO,CONTATO,IS_WHATSAPP,SITE
Moda pet gold acessórios pet atacado e varejo,"R. José Inácio, 287 - Centro, Atibaia - SP, 12940-760 ",(11) 99791-2178,SIM,https://moda-pet-gold.negocio.site/?utm_source=gmb&utm_medium=referral
Cia do Cão - Pet Shop,"Av. Cel. Miguel Brizola de Oliveira, 364 - Jardim do Alvinopolis, Atibaia - SP, 12943-500 ",(11) 4411-2339,SIM,Não informado
Pet charm estética animal Atibaia,"R. Califórnia, N°152 - Caetetuba, Atibaia - SP, 12951-470 ",(11) 97552-5843,SIM,Não informado
Atacadão - Atibaia,"R. Sever do Vouga, 295 - Recreio Estoril, Atibaia - SP, 12944-006 ",(11) 2410-1325,SIM,https://www.atacadao.com.br/
Atacado Canindé • Atacadista em Atibaia,"Rua Lourdes Neves, m Machado, 550 - Jardim Imperial, Atibaia - SP, 12940-000 ",(11) 4411-4733,SIM,https://www.canindeatacado.com.br/
Mariagua Piscinas Agropet,"Av. Pref. Antônio Júlio Toledo Garcia Lopes, 4903 - Jardim Estancia Brasil, Atibaia - SP, 12949-098 ",(11) 97585-2171,SIM,https://www.mariagua.com.br/
Bone Pet Shop,"R. Adolfo André, 986A - Centro, Atibaia - SP, 12940-280 ",(11) 95067-6586,SIM,Não informado
Banho e Tosa Telma,"R. José Claro de Queiroz, nº 90 - Jardim Suely, Atibaia - SP, 12952-315 ",(11) 99876-7126,SIM,https://www.facebook.com/Banho-e-Tosa-Telma-1653018381451744/
MILLA - Banho&Tosa,"Av. Jerônimo de Camargo, 1690 - Vila Loanda, Atibaia - SP, 12945-206 ",(11) 98313-2158,SIM,https://www.instagram.com/milla_estetica_animal/?utm_source=ig_web_button_share_sheet&igshid=YzAwZjE1ZTI0Zg==
Casa Veterinária - Edison R. Pedroso,"R. Tomé Franco, 329 - Centro, Atibaia - SP, 12940-680 ",(11) 4412-8587,SIM,http://www.casaveterinaria.com.br/
CVI - Centro Veterinário Integrado Atibaia,"Alameda Prof. Lucas Nogueira Garcez, 2972 - Jardim Paulista, Atibaia - SP, 12942-000 ",(11) 4412-3672,SIM,http://www.cviatibaia.com.br/
ADMIRADO AGRO & PESCA,"Rua Sebastião Pereira da Silva, 169 - A - Jardim Maracana, Atibaia - SP, 12949-290 ",(11) 92475-2310,SIM,Não informado
Flora Pet Estética Animal,"Rua Ametista 9 Caetetuba - Jardim Jaragua, Atibaia - SP, 12951-620 ",(11) 93216-4094,SIM,Não informado
At Pet,"Av. Imperial, 1213 - Jardim Imperial, Atibaia - SP, 12950-000 ",(11) 4411-6248,SIM,Não informado
Estética Animal Patinhas,"Av. Imperial, 1535 - Jardim Imperial, Atibaia - SP, 12950-000 ",(11) 95821-3496,SIM,Não informado
Pet Dante,"Av. Jerônimo de Camargo, 404 - Morumbi, Atibaia - SP, 12945-206 ",(11) 91664-6475,SIM,Não informado
Salon Pet Everton Santos,"R. Benedito Cirineu Mendes, 61 - Alvinópolis, Atibaia - SP, 12943-440 ",(11) 99824-4848,SIM,https://www.facebook.com/evertonsantossalonpet
Canil Von Ribeker Adestramento de cães e filhotes,"Estrada Paranapanema, chacara, 1060 - Jardim Estancia Brasil, Atibaia - SP, 12949-084 ",(11) 97656-8107,SIM,http://www.canilvonribeker.com/
Best Center Atibaia - Lago,"R. Voluntários de Mil Novecentos e Trinta, 380 - Centro, Atibaia - SP, 12940-740 ",(11) 94147-6910,SIM,http://www.bestcenter.com.br/centro-comercial/atibaia/
CARPALÂNDIA,"R. Manoel de Tolêdo, 150 - Jardim Brasil, Atibaia - SP, 12940-213 ",(11) 97415-4000,SIM,https://www.instagram.com/carpalandia/profilecard/?igsh=MTVnZXRsd3RkYjFsbw==
Socios de Patas banho e tosa,"Av. Prof. Waldemar Bastos Bulher, 251 A - Jardim do Alvinopolis II, Atibaia - SP, 12951-720 ",(11) 91561-7407,SIM,Não informado
Canil Kimberly,"Estr. Palmares, 78 - Jardim Estancia Brasil, Atibaia - SP, 12949-002 ",(11) 4412-5720,SIM,Não informado
4Patas - Clínica Veterinária,"Estr. Hisaichi Takebayashi, 201 - Jardim Colonial, Atibaia - SP, 12952-011 ",(11) 98887-0882,SIM,Não informado
Star Pet,"R. Tomé Franco, 381 - Centro, Atibaia - SP, 12940-680 ",(11) 4411-1411,SIM,Não informado
Loja PetCookie,"R. Idaspe Viviane, 183 - Jardim do Alvinopolis, Atibaia - SP, 12943-180 ",(13) 99156-3619,SIM,http://www.lojapetcookie.com.br/
Delicatto Pet By Vanessa,"R. João Pires, 592 - Centro, Atibaia - SP, 12940-500 ",(11) 99382-2557,SIM,Não informado
Cao gatitto,"R. Padre Ernesto da Cunha Veloso, 394 - Atibaia Jardim, Atibaia - SP, 12942-240 ",(11) 93771-1974,SIM,Não informado
Bela Carpa,"R. César Memolo, 20 - Jardim Paulista, Atibaia - SP, 12942-160 ",(11) 96573-0445,SIM,Não informado
VetCare Clínica Veterinária | Consultas | Cirurgias | Raio-X | Ultrassom | Vacina V10 | Castração | Veterinário em Atibaia,"R. Gastão Ferreira Bueno, 486 - Lot. Loanda, Atibaia - SP, 12945-170 ",(11) 97250-2128,SIM,https://www.instagram.com/vetcareatibaia/
Gorete produtos de limpeza e Pet,"Av. Pres. Vargas, 71 - altura do número 456 - Jardim das Cerejeiras, Atibaia - SP, 12951-000 ",(11) 96912-0568,SIM,Não informado
Estética Canina ZELAR,"Av. Pref. Antônio Júlio Toledo Garcia Lopes - Cerejeiras, Atibaia - SP, 12951-231 ",(11) 94494-2121,SIM,Não informado
AGROFEED NUTRIÇÃO ANIMAL,"Av. Gerônimo de Camargo, 1400 - Vila Loanda, Av. Jerônimo de Camargo, 1274 - Centro, Atibaia - SP, 12944-000 ",(11) 4411-8784,SIM,Não informado
Eco's Pet Park | Pet Shop | Barueri,"SP-312 - Estr. dos Romeiros, 616 - Jardim Regina Alice, Barueri - SP, 06412-000 ",(11) 4280-1038,SIM,https://www.instagram.com/ecospetpark/
Duubpets - Petshop Barueri,"Av. Henriqueta Mendes Guerra, 946 - Centro, Barueri - SP, 06402-215 ",(11) 4777-2566,SIM,http://www.duubpets.com.br/
Nasa Pet Store Barueri,"R. Santo Antônio, 235 - Loja 3 - Vila Sao Joao, Barueri - SP, 06402-000 ",(11) 2680-1105,SIM,https://nasapet.com.br/
Duubpets Silveira,"R. Fernão Dias Paes Leme, 371 - Jardim Silveira, Barueri - SP, 06433-190 ",(11) 4194-2969,SIM,https://duubpets.com.br/
Petshop - Bella Pet Banho e Tosa em Barueri,"Rua Topázio, 14 - Jardim dos Camargos, Barueri - SP, 06410-150 ",(11) 96377-0506,SIM,https://mechameaqui.com.br/v2/bella-pet-barueri-sp
Duubpets Romeiros,"Estr. dos Romeiros, 1709 - Jardim Regina Alice, Barueri - SP, 06412-000 ",(11) 4326-2319,SIM,https://duubpets.com.br/
Eco's Pet Park | Hospital Veterinário 24 Horas em Barueri,"SP-312, 604/616 - Jardim Regina Alice, Barueri - SP, 06412-000 ",(11) 5200-1072,SIM,https://www.ecospetpark.com.br/
Torre Pet Shop,"Estr. dos Pinheiros, 452 - Parque Viana, Barueri - SP, 06449-000 ",(11) 97090-1430,SIM,http://wa.me/5511970901439
Villas Pet,"Av. Capitão Francisco César, 806 - Vila Pindorama, Barueri - SP, 06415-000 ",(11) 2680-3182,SIM,Não informado
Pet Barueri,"R. Ver. José Viêira, 59 - Jardim Regina Alice, Barueri - SP, 06412-100 ",(11) 95016-6872,SIM,http://www.instagram.com/petbarueri
Casa de ração e pet shop Agro mundo Animal,"R. Caetés, 27 - Jardim Mutinga, Barueri - SP, 06463-020 ",(11) 96894-7582,SIM,Não informado
Clínica Veterinária e Pet Shop Alegria Barueri,"Av. Zélia, 603 - Parque dos Camargos, Barueri - SP, 06436-000 ",(11) 4201-1813,SIM,Não informado
Pet Shop Tucanão,"Av. Zélia, 1141 - Parque dos Camargos, Barueri - SP, 06436-070 ",(11) 4194-2673,SIM,Não informado
Life Pet - Petshop e Veterinário,"R. São Fernando, 149 - 139-141 - Jardim Julio, Barueri - SP, 06447-280 ",(11) 4375-1876,SIM,https://lifepet.com.br/
Animal Club Pet Shop,"Estr. das Pitas, 1224 - Jardim do Líbano, Barueri - SP, 06449-300 ",(11) 4326-4037,SIM,Não informado
Pet Lucão,"Av capitão Francisco César, 1707, Av. Capitão Francisco César, 193 - Vila Engenho Novo, Barueri - SP, 06415-000 ",(11) 99195-1695,SIM,Não informado
Casa de ração Blessed petshop,"Av. Presidente Washington Luis, 637 - Jardim Silveira, Barueri - SP, 06434-000 ",(11) 97486-9848,SIM,http://www.blessedpetshop.com.br/
Pet Shop Parque Viana variedades e melhor preco,"Estr. das Pitas, 204 - Parque Viana, Barueri - SP, 06449-300 ",(11) 2680-8487,SIM,Não informado
Clínica Veterinária Perto Pet - Banho e Tosa,"Av. Henriqueta Mendes Guerra, 1330 - Loja 14 - Vila Sao Joao, Barueri - SP, 06401-015 ",(11) 4706-4054,SIM,http://www.pertopetbarueri.com.br/
MK PET SHOP,"Av. Zélia, 543 - Parque dos Camargos, Barueri - SP, 06454-050 ",(11) 91193-7315,SIM,Não informado
Center Pet Futura,"R. Antônio Benedito Ferreira, 422 - Jardim Munhoz Junior, Barueri - SP, 06246-110 ",(11) 94258-8072,SIM,Não informado
Pet Shop Paraiso,"R. Ver. José Viêira, 149 - Jardim Regina Alice, Barueri - SP, 06412-100 ",(11) 94868-4347,SIM,https://instagram.com/petshoparaiso?igshid=NTdlMDg3MTY=
My Pet Boutique,"R. da Prata, 816 - Jardim dos Camargos, Barueri - SP, 06410-000 ",(11) 4198-0857,SIM,http://www.mypetboutique.com.br/
Pet Bebel banho e tosa ltda,"R. Carlos de Campos, 161 - Vila Boa Vista, Barueri - SP, 06411-210 ",(11) 98061-6061,SIM,Não informado
Miau Pet Shop,"Av. Diretriz - Jardim Mutinga, Barueri - SP, 06463-180 ",(11) 99129-8735,SIM,https://www.instagram.com/miaaupetshop/
Cute pets,"Av. Bariloche, 181 - Jardim Maria Helena, Barueri - SP, 06445-040 ",(11) 98020-5860,SIM,https://www.cutepets.com.br/
Petshop Regis 2,"R. Adriático - Jardim Julio, Barueri - SP, 06447-280 ",4162-3701,SIM,Não informado
Recanto dos Pets,"R. Tâmisa, 62 - Vale do Sol, Barueri - SP, 06437-060 ",(11) 98312-9683,SIM,Não informado
Petshop Edinael,"R. Lucia, 229 - Parque dos Camargos, Barueri - SP, 06436-340 ",(11) 98387-2687,SIM,https://www.instagram.com/edinaeljose?igsh=MTFoejEwODB0NDc4dg==
Mundi Pets,"Av. Trindade, 321 - Bethaville I, Barueri - SP, 06404-326 ",(11) 93047-5572,SIM,Não informado
Pet Shop Nossa Sra Das Gracas,"Av. Diretriz, 20 - Jardim Mutinga, Barueri - SP, 02675-031 ",(11) 91437-8678,SIM,Não informado
Bicho VIP,"Avenida Mun., 172 - Jardim Silveira, Barueri - SP, 06433-000 ",(11) 98104-3910,SIM,Não informado
Lupets Casa de Ração e Pet Store,"R. Jequitibá, 137 - Parque Viana, Barueri - SP, 06449-040 ",(11) 96642-4317,SIM,Não informado
Agro Pet Barueri,"Rua Dempachi Nakayama, 134 - Jardim Esperanca, Barueri - SP, 06413-010 ",(11) 4168-6059,SIM,Não informado
Hospital Veterinário Cura 24h - Unidade Casa Verde,"R. Domingos Torres, 243 - Casa Verde, São Paulo - SP, 02521-100 ",(11) 2528-1122,SIM,http://www.hospitalveterinariocura.com.br/
Big Dog - Pet shop e Clínica Veterinária,"Av. Zélia, 225 - Parque dos Camargos, Barueri - SP, 06436-000 ",(11) 4201-1807,SIM,Não informado
Pet Shop Focinhos Molhados,"Av. Brg. Manoel Rodrigues Jordão, 1859 - Jardim Silveira, Barueri - SP, 06433-010 ",(11) 4201-5723,SIM,Não informado
Bicho Papão,"R. Eng. Oscar Kesselring, 114 - Jardim Belval, Barueri - SP, 06420-160 ",(11) 4163-6726,SIM,http://facebook.com/bichopapao.petshop/
Canto dos Pets,"R. Silvia, 24 - Parque dos Camargos, Barueri - SP, 06436-040 ",(11) 93955-4662,SIM,Não informado
Pet freitas,"Rua: canal da mancha, 56 - Jardim Regina Alice, Barueri - SP, 06412-130 ",(11) 4198-3557,SIM,Não informado
Pet shop Amor Que Late,"R. Tiradentes, 30 - Jardim Belval, Barueri - SP, 06420-320 ",(11) 96368-0523,SIM,Não informado
Locomotiva Pet,"Rua Santo Estevão, 261 - Jardim Timbauhy, Barueri - SP, 06440-190 ",(11) 98505-3467,SIM,http://locomotivapet.com/
Pet Rio,"R. São Fernando, 79 - Jardim Julio, Barueri - SP, 06447-280 ",(11) 99211-5072,SIM,Não informado
PetShop Todo Dia,"Av. Brg. Manoel Rodrigues Jordão, 1239 - Jardim Silveira, Barueri - SP, 06433-010 ",(11) 4201-0611,SIM,Não informado
Pet Shop Banho e tosa Shoppet Barueri,"Estr. Estadual Barueri-Itapevi, 3500 - B - Parque Nova Jandira, Barueri - SP, 06620-340 ",(11) 96707-2425,SIM,https://www.supershoppet.com.br/
Pet Hobby,"R. Fiorentina, 50 - Ana Cristina II, Jandira - SP, 06648-125 ",(11) 94712-0452,SIM,http://www.pethobby.com.br/
Casa do Animal Estiloso,"Calçada das Anêmonas, 83 - Alphaville, Barueri - SP, 06453-005 ",(11) 91317-2218,SIM,Não informado
GARGAMEL PET SHOP,"Rodovia Professor Alfredo Rolim de Moura, 100 - Jardim Yoneda, Biritiba Mirim - SP, 08940-000 ",(11) 4692-8172,SIM,Não informado
C S K Central Pet Comércio de Rações e Produtos Veterinário,"Av. Ferdinando Jungers, 96, Biritiba Mirim - SP, 08940-000 ",(11) 4283-0162,SIM,Não informado
Petshop Vertentes,"R. Dr. Antonio Etelvino de Andrade, 300 - Centro, Biritiba Mirim - SP, 08940-000 ",(11) 4692-5314,SIM,Não informado
GARGAMEL PET SHOP LOJA 2,"R. Heitor da Cunha Braga, 1094 - Jardim dos Eucaliptos, Biritiba Mirim - SP, 08940-000 ",(11) 99641-6641,SIM,Não informado
Vet & Pet atendimento veterinário 24 horas - Biritiba Mirim-SP Dr.a Jaqueline Meira,"R. Dezoito de Novembro, 180 - Jardim Yoneda, Biritiba Mirim - SP, 08940-000 ",(11) 94259-7212,SIM,https://www.instagram.com/vetpetbm?igsh=MWZoejZhenI2eXpuMg==
Pet Center Biritiba,"Rua Dr, R. Shigueo Mori, 111 - Centro, Biritiba Mirim - SP, 08940-000 ",(11) 93202-3547,SIM,Não informado
Agropet Amigão,"Rodovia Professor Alfredo Rolim de Moura, 200 - Irohy, Biritiba Mirim - SP, 08940-000 ",(11) 4692-7015,SIM,Não informado
Clínica Veterinária Dr dos Bichos Popular,"Avenida Ferdinando Junger 405 - CENTRO, Biritiba Mirim - SP, 08940-000 ",(11) 4692-4665,SIM,Não informado
Espaço Pet Pink,"Av. Nove de Julho, 34 - Jardim Vista Alegre, Biritiba Mirim - SP, 08940-000 ",(11) 99792-3419,SIM,Não informado
ATACADO DA RAÇÃO IRMÃOS SANTANA,"Av. Jair Leme, 195 - Jardim Lorena, Biritiba Mirim - SP, 08940-000 ",(11) 91727-6623,SIM,Não informado
Bom Prá Cachorro Serviços Veterinários,"R. Maria Eliete de Lima, 98, Biritiba Mirim - SP, 08940-000 ",(11) 4692-1896,SIM,Não informado
Vet & Pet atendimento veterinário 24 horas,"R. Dezoito de Novembro, 180 - Jardim Yoneda, Biritiba Mirim - SP, 08940-000 ",(11) 94259-7212,SIM,Não informado
Portal Agropet,"R. Princesa Leopoldina, 23, Biritiba Mirim - SP, 08940-000 ",(11) 93070-6288,SIM,https://bit.ly/whats-portalagropet
Banho e Tosa Meus Filhotes,"R. Primeiro de Setembro, 11 - Jardim Yoneda, Biritiba Mirim - SP, 08940-000 ",(11) 96194-6204,SIM,Não informado
Faisão Rações Agropet,"Rua Caetano Leme da Cunha FIlho, 120 - Centro, Biritiba Mirim - SP, 08940-000 ",(11) 99662-0253,SIM,https://m.facebook.com/racoesFaisao
FERREIRA RAÇÕES LTDA,"R. Heitor da Cunha Braga, 40 - Cruz das Almas, Biritiba Mirim - SP, 08940-000 ",(11) 4692-2234,SIM,Não informado
Canil Humaitá,"R. Ivan García, 48, Biritiba Mirim - SP, 08940-000 ",(11) 99818-8233,SIM,Não informado
AGROGIL PET SHOP,"R. João Franco de Camargo, 148 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 4012-7143,SIM,Não informado
Kigipets banho e tosa,"Av. São João, 1140 - Vila Operaria, Bom Jesus dos Perdões - SP, 12956-150 ",(11) 97664-2595,SIM,https://www.instagram.com/kigi.pets?igsh=Z3E5OHFiZzFranA4
Nana Banho e Tosa,"Av. Tiradentes, 257 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 98670-5716,SIM,Não informado
Day pet shop,"Tv. Alemanha, 146 - Porque Hortência, Bom Jesus dos Perdões - SP, 12955-264 ",(11) 99850-2118,SIM,Não informado
Rex Banho e Tosa,"R. Luiz Franco de Camargo, 470 - Sala 02 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 94775-9600,SIM,Não informado
Atacadão da Ração - Perdões,"Av. Santos Dumont, 415 - Jardim Santos Dumont, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 4012-4106,SIM,https://www.atacadaodaracao.com.br/
Atacadão da Ração - Bom Jesus dos Perdões,"Av. Santos Dumont, 761 - Parque Itaici, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 99994-5639,SIM,https://www.instagram.com/atacadaodaracaooficial/
Pet Lovers,"Av. Santos Dumont, N° 96 - Jardim Santos Dumont, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 95022-2951,SIM,https://huctpk.readdy.co/
PET FOCINHOS BJP,"R. João Franco de Camargo, 770A - Centro, Bom Jesus dos Perdões - SP, 12955-004 ",(11) 91491-6456,SIM,Não informado
Tody & cia,"R. João José Batista, 370 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 99845-5563,SIM,Não informado
Banho e tosa Doces Ferinhas,"R. Guilherme Dias dos Santos Silva, 274 - Ponte, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 97136-4639,SIM,Não informado
Pet Pesca Agropecuaria,"Av. Tiradentes, 257 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 95679-7272,SIM,Não informado
Feita Agropecuária,"Av. Santos Dumont, 487 - Jardim Palmas, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 91111-9520,SIM,Não informado
Number One Pet,"R. São Geraldo, 30 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 4012-7634,SIM,http://www.numberonepet.com.br/
clau Pet Banho e Tosa,"av tiradentes 257 sala 2 12955-000 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 93952-0041,SIM,https://instagram.com/clau.pett?igshid=YmMyMTA2M2Y=
Agropecuaria Jokine,"Av. São João, 275 Loja - Cidade Nova, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 4012-9993,SIM,Não informado
Agrogil Vet,"R. João Franco de Camargo, 158 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 97366-3311,SIM,http://www.agrogilvet.wix.com/animal-clinic
SOS - Clínica Veterinária DocPet,"R. João Franco de Camargo, 321 - Centro, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 95322-4973,SIM,Não informado
Casa de ração,"R. Peru, 427 - Parque das Hortencias, Bom Jesus dos Perdões - SP, 12955-000 ",(11) 94117-2335,SIM,Não informado
SOS - Clínica Veterinária DocPet,"R. João Franco de Camargo, 321 - Centro, Bom Jesus dos Perdões - SP, 12955-004 ",(11) 95322-4973,SIM,Não informado
Pet Shop Chicão,"Av. Ten. Marques, 4143 - Vila Poupanca, Cajamar - SP, 07790-500 ",(11) 4448-2281,SIM,https://www.instagram.com/petshopchicao/
Boutique do Pet,"R. das Orquídeas, 341 - Portal dos Ipês, Cajamar - SP, 07750-000 ",(11) 97111-1940,SIM,Não informado
Rações Mundo animal Paraíso,"R. Desdemona da Conceição de Morais, 585 - Jardim Nova Cajamar, Cajamar - SP, 07793-845 ",(11) 99514-8840,SIM,Não informado
Karlinha Pet,"R. Desdemona da Conceição de Morais, 277a - Parque Maria Aparecida, Cajamar - SP, 07793-845 ",(11) 91826-6169,SIM,Não informado
Pipia Pets - Pet Shop,"Av. Ten. Marques, 1498 - São Luiz, Cajamar - SP, 07790-260 ",(11) 91322-0477,SIM,Não informado
Atacadão da Ração e Pet shop 2,"Av. Ten. Marques, 3670 - Polvilho, Cajamar - SP, 07750-000 ",(11) 4447-4840,SIM,https://www.instagram.com/atacadaodaracaoo/
Pet Cajamar,"Av. Ten. Marques, 1498 - Polvilho, Cajamar - SP, 07790-260 ",(11) 3911-0279,SIM,Não informado
"Bark Pet: Banho e Tosa, Petshop, Creche para Cães em Cajamar","R. das Orquídeas, 341 - Guaturinho, Cajamar - SP, 07750-000 ",(11) 97111-1940,SIM,https://barkpet.com.br/lp/
Atacadão da Ração e Pet Shop 1,"Av. Ten. Marques, 3739 - Jardim Adelaide, Cajamar - SP, 07791-600 ",(11) 4498-3894,SIM,https://wa.me/5511947960593
Hotel Pet Quatro Patinhas - Pet Shop - Banho e Tosa - Ração,"R. das Amazonas, 504 - Portal dos Ipês II, Cajamar - SP, 07790-850 ",(11) 97185-4242,SIM,https://instagram.com/quatropatinhas.hotel?igshid=OGQ5ZDc2ODk2ZA==
Alex Arantes banho e tosa,"R. Flademir Roberto Lopes, 210 - Bela Vista, Cajamar - SP, 07792-615 ",(11) 98987-2223,SIM,Não informado
Casa do Pet - Banho e Tosa Cajamar,"Rua das Nogueiras, 454 - Portal III, Cajamar - SP, 07791-210 ",(11) 93497-0704,SIM,https://www.instagram.com/casadopet_banhoetosa?igsh=MXVtOThsNXRxcjY0eA==
Natú Pet House - Petiscos Naturais,"R. dos Antúrios, 09 - Sala 06 - Polvilho, Cajamar - SP, 07791-015 ",(11) 94785-1415,SIM,http://www.natupethouse.com.br/
Pet cão banho e tosa,"Av. das Palmeiras, 607 - Portal dos Ipês, Cajamar - SP, 07790-890 ",(11) 94590-4070,SIM,https://www.instagram.com/petcaoo/
Reserva Animal - Pets e Exóticos,"Rua Antonio rizardi Nº62B - Polvilho, Cajamar - SP, 07790-525 ",(11) 94155-0857,SIM,Não informado
Mundo dos Bichos,"Anhanguera Parque Shopping - R. Jean Anastace Kovelis, 123 - Polvilho, Cajamar - SP, 07791-842 ",(11) 4448-4842,SIM,https://wa.me/message/YFBIXCUHKY4EF1
Pet Shop C&G,"Av. das Acucenas, 553 - Portal dos Ipês, Cajamar - SP, 07790-820 ",(11) 94704-8898,SIM,Não informado
Patinha de Ouro Pet Shop,"R. das Amarílis, 23 - Portal dos Ipês III, Cajamar - SP, 07791-015 ",(11) 97649-7887,SIM,Não informado
Quatro Patinhas - Banho e tosa - Estética Animal,"R. Jean Anastace Kovelis, 234 - Polvilho, Cajamar - SP, 07791-842 ",(11) 97185-4242,SIM,https://instagram.com/quatropatinhas.hotel?igshid=MTk0NTkyODZkYg==
La no Pet,"Avenida dos Ingás, 298 - Polvilho Portal Ipes III, Cajamar - SP, 07791-280 ",(11) 96020-0886,SIM,https://www.instagram.com/lanopetbanheteria/
Passuello Carinho & Cuidado Pets,"Av. das Juritis, 316 - Parque dos Pinheiros, Cajamar - SP, 07793-530 ",(11) 4448-4040,SIM,Não informado
Clínica Veterinária Vet&Pet Cajamar,"Av. Ten. Marques, 2909 - Jardim Adelaide, Cajamar - SP, 07790-845 ",(11) 98341-1347,SIM,Não informado
Hospital Vet Cajamar,"Av. Ten. Marques, 3900 - Jardim Adelaide, Cajamar - SP, 07750-000 ",(11) 97537-7000,SIM,https://hospitalvet24hrs.com.br/cajamar
GRYM PET,"R. das Jacubinas, 134 - Polvilho, Cajamar - SP, 07791-085 ",(11) 98854-2128,SIM,Não informado
Portal Pet,"Av. das Acucenas, 688 - Portais (Polvilho), Cajamar - SP, 07790-820 ",(11) 94030-8565,SIM,Não informado
JB Casa das Rações - Cajamar,"Rua Vereador José Rangel de Mesquita, 617 - Jardim Santana, Cajamar - SP, 07750-000 ",(11) 97186-2872,SIM,https://www.facebook.com/pages/category/Product-Service/Casa-de-Ra%C3%A7%C3%A3o-JB-2418878901669988/
Rei gravata pet,"R. das Flores-de-Maio, 137 - Portal dos ipês, Cajamar - SP, 07750-000 ",(11) 96077-9952,SIM,Não informado
PetTopia Ipês - Estética Animal,"Av. das Palmeiras, 347 - Portais (Polvilho), Cajamar - SP, 07790-890 ",(11) 98511-1985,SIM,Não informado
NutriPhet,"Portal dos Ipês - R. das Orquídeas, 152 - Guaturinho, Cajamar - SP, 07750-000 ",(11) 93938-8898,SIM,Não informado
